id,date,category,qty,year,month,day_of_month,day_of_week,week_of_year,quarter,is_weekend,day_name,is_payday_period,event_harbolnas,event_ramadan,inflation_rate,usd_idr_rate,fuel_price,consumer_confidence_index,avg_price,revenue,is_holiday,event_eid,category_group,lag_1_qty,lag_7_qty,rolling_avg_7_qty,lag_1_revenue,lag_7_revenue,rolling_avg_7_revenue
79860,2/14/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
21054,1/12/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,1,0,Automotive,,,,,,
22836,1/13/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,1,0,Automotive,,,,,,
24618,1/14/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
28182,1/16/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
29964,1/17/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
31746,1/18/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
33528,1/19/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,1,0,Automotive,,,,,,
81642,2/15/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
238458,5/14/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
35310,1/20/2013,AUTOMOTIVE,12.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,1,0,Automotive,,,,,,
37092,1/21/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
38874,1/22/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
40656,1/23/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
42438,1/24/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
44220,1/25/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
46002,1/26/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,1,0,Automotive,,,,,,
47784,1/27/2013,AUTOMOTIVE,10.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,1,0,Automotive,,,,,,
49566,1/28/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
51348,1/29/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
53130,1/30/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
266970,5/30/2013,AUTOMOTIVE,0.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
54912,1/31/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
56694,2/1/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
272316,6/2/2013,AUTOMOTIVE,15.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,25000.00,,1,0,Automotive,,,,,,
60258,2/3/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,1,0,Automotive,,,,,,
288354,6/11/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,25000.00,,0,0,Automotive,,,,,,
62040,2/4/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
63822,2/5/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
65604,2/6/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
67386,2/7/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
69168,2/8/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
70950,2/9/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,1,0,Automotive,,,,,,
72732,2/10/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,1,0,Automotive,,,,,,
425568,8/27/2013,AUTOMOTIVE,11.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,25000.00,,0,0,Automotive,,,,,,
74514,2/11/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
76296,2/12/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
434478,9/1/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,1,0,Automotive,,,,,,
78078,2/13/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
436260,9/2/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
83424,2/16/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,1,0,Automotive,,,,,,
438042,9/3/2013,AUTOMOTIVE,11.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
439824,9/4/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
85206,2/17/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,1,0,Automotive,,,,,,
826519,4/10/2014,BABY CARE,0.0,,,,,,,,,,,0,8.36,12370.00,8500.00,111.40,85000.00,,0,0,Baby & Kids,,,,,,
86988,2/18/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
88770,2/19/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
90552,2/20/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
92334,2/21/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
94116,2/22/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
95898,2/23/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,1,0,Automotive,,,,,,
97680,2/24/2013,AUTOMOTIVE,9.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,1,0,Automotive,,,,,,
99462,2/25/2013,AUTOMOTIVE,18.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
101244,2/26/2013,AUTOMOTIVE,10.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
103026,2/27/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
104808,2/28/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12069.00,6500.00,108.80,25000.00,,0,0,Automotive,,,,,,
106590,3/1/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
108372,3/2/2013,AUTOMOTIVE,19.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
110154,3/3/2013,AUTOMOTIVE,25.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
441606,9/5/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
111936,3/4/2013,AUTOMOTIVE,11.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
443388,9/6/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
967297,6/28/2014,BABY CARE,0.0,,,,,,,,,,,1,8.36,12440.00,8500.00,112.00,85000.00,,1,0,Baby & Kids,,,,,,
113718,3/5/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
115500,3/6/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
117282,3/7/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
119064,3/8/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
120846,3/9/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
122628,3/10/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
124410,3/11/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
126192,3/12/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
129756,3/14/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
445170,9/7/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,1,0,Automotive,,,,,,
131538,3/15/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
133320,3/16/2013,AUTOMOTIVE,9.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
135102,3/17/2013,AUTOMOTIVE,9.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
136884,3/18/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
138666,3/19/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
140448,3/20/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
142230,3/21/2013,AUTOMOTIVE,0.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
144012,3/22/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
145794,3/23/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
147576,3/24/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
149358,3/25/2013,AUTOMOTIVE,11.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
151140,3/26/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
152922,3/27/2013,AUTOMOTIVE,10.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
154704,3/28/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
156486,3/29/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,0,0,Automotive,,,,,,
446952,9/8/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,1,0,Automotive,,,,,,
158268,3/30/2013,AUTOMOTIVE,0.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
160050,3/31/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12099.00,6500.00,109.10,25000.00,,1,0,Automotive,,,,,,
161832,4/1/2013,AUTOMOTIVE,10.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
163614,4/2/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
165396,4/3/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
167178,4/4/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
168960,4/5/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
170742,4/6/2013,AUTOMOTIVE,13.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,1,0,Automotive,,,,,,
172524,4/7/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,1,0,Automotive,,,,,,
174306,4/8/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
3234,1/2/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12039.00,6500.00,108.50,25000.00,,0,0,Automotive,,,,,,
448734,9/9/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
176088,4/9/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
177870,4/10/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
179652,4/11/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
181434,4/12/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
183216,4/13/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,1,0,Automotive,,,,,,
184998,4/14/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,1,0,Automotive,,,,,,
186780,4/15/2013,AUTOMOTIVE,0.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
188562,4/16/2013,AUTOMOTIVE,0.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
190344,4/17/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
192126,4/18/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
193908,4/19/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
195690,4/20/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,1,0,Automotive,,,,,,
197472,4/21/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,1,0,Automotive,,,,,,
199254,4/22/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
201036,4/23/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
202818,4/24/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
450516,9/10/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
452298,9/11/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
204600,4/25/2013,AUTOMOTIVE,0.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
206382,4/26/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
208164,4/27/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,1,0,Automotive,,,,,,
454080,9/12/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
209946,4/28/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,1,0,Automotive,,,,,,
455862,9/13/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
211728,4/29/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
213510,4/30/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12129.00,6500.00,109.40,25000.00,,0,0,Automotive,,,,,,
215292,5/1/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
457644,9/14/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,1,0,Automotive,,,,,,
217074,5/2/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
218856,5/3/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
220638,5/4/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,1,0,Automotive,,,,,,
222420,5/5/2013,AUTOMOTIVE,14.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,1,0,Automotive,,,,,,
224202,5/6/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
225984,5/7/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
227766,5/8/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
229548,5/9/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
231330,5/10/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
459426,9/15/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,1,0,Automotive,,,,,,
233112,5/11/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,1,0,Automotive,,,,,,
234894,5/12/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,1,0,Automotive,,,,,,
236676,5/13/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
240240,5/15/2013,AUTOMOTIVE,13.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
242022,5/16/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
243804,5/17/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
245586,5/18/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,1,0,Automotive,,,,,,
247368,5/19/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,1,0,Automotive,,,,,,
249150,5/20/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
250932,5/21/2013,AUTOMOTIVE,3.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
461208,9/16/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
252714,5/22/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
254496,5/23/2013,AUTOMOTIVE,4.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
256278,5/24/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
462990,9/17/2013,AUTOMOTIVE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
258060,5/25/2013,AUTOMOTIVE,14.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,1,0,Automotive,,,,,,
259842,5/26/2013,AUTOMOTIVE,7.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,1,0,Automotive,,,,,,
261624,5/27/2013,AUTOMOTIVE,10.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
263406,5/28/2013,AUTOMOTIVE,8.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
265188,5/29/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
268752,5/31/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12159.00,6500.00,109.70,25000.00,,0,0,Automotive,,,,,,
270534,6/1/2013,AUTOMOTIVE,14.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,25000.00,,1,0,Automotive,,,,,,
274098,6/3/2013,AUTOMOTIVE,5.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,25000.00,,0,0,Automotive,,,,,,
275880,6/4/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,25000.00,,0,0,Automotive,,,,,,
277662,6/5/2013,AUTOMOTIVE,6.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,25000.00,,0,0,Automotive,,,,,,
279444,6/6/2013,AUTOMOTIVE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,25000.00,,0,0,Automotive,,,,,,
281226,6/7/2013,AUTOMOTIVE,2.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,25000.00,,0,0,Automotive,,,,,,
464772,9/18/2013,AUTOMOTIVE,1.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,25000.00,,0,0,Automotive,,,,,,
283008,6/8/2013,AUTOMOTIVE,9.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,25000.00,,1,0,Automotive,,,,,,
